-------------- ss msg proc stat------------
[msgid]   [sum_tv_tt(tk)][count_tt]   [avg_tv_tt]  [sum_tv_int(tk)][count_int]  [avg_tv_int]    [max_tv]	[max_tv_data]		[name]
   9013      151602569034     66842   2268073.502          33430713        18   1857261.833    40798716	0xd4279d24 00002335	
   6031        1362318711    114818     11865.027            261411        26     10054.269      729753	0x00000000 0000178f	
   6003        1103274972    131629      8381.701            240597        31      7761.194      569175	0x00000000 00001773	
   6001         934633284    131602      7101.969            218889        31      7060.935      582600	0x00000000 00001771	
   6005         907954674    130602      6952.073            201714        31      6506.903      629304	0x00000000 00001775	
   6032        1690652310    114818     14724.628            330549        26     12713.423      581919	0x00000000 00001790	
   6004        2131098906    131629     16190.193            492726        31     15894.387      587061	0x00000000 00001774	
   6002        1969222953    131602     14963.473            421152        31     13585.548      599934	0x00000000 00001772	
   6006        8547522561    130602     65447.103           1943457        31     62692.161      663168	0x00000000 00001776	
   4840       39901674756    130093    306716.539           5213460        20    260673.000     1201452	0xd443486a 000012e8	
  27761          38044623      3066     12408.553             34956         2     17478.000       75960	0xd42fbc19 00006c71	
  27762          29130780      3066      9501.233             16218         2      8109.000       69240	0x0000000b 00006c72	
  14302       48885813258    312944    156212.655           6424959        42    152975.214      951531	0x00000109 000037de	SHOP_MSGID_REQ
   4603        6460131009    175279     36856.275           1301040        40     32526.000      943650	0x00000001 000011fb	RLT_MSGID_ADD_FRIEND_REQ
   4613      181548995007     94548   1920178.058          37939758        17   2231750.471    42729768	0x00000000 00001205	RLT_MSGID_RESPONSE_ADD_FRIEND_REQ
  27773         482058612     38914     12387.794             66780         5     13356.000      544884	0x0006420c 00006c7d	
  27774        4739978265     38914    121806.503            523971         5    104794.200      924261	0x00000000 00006c7e	
  22305       60679419456      3874  15663247.149                 0         0          -nan    57283737	0x00000001 00005721	
  27448         633377994     46086     13743.393            153390         9     17043.333      611268	0xd43f7855 00006b38	
  27449         698401764     46086     15154.315            222324         9     24702.667      601455	0xd4405c96 00006b39	
  27438     1365498419349     78925  17301215.323         304113369        13  23393336.077    49113558	0xd43fe03e 00006b2e	
  27440       25262221659   2005619     12595.723           6904980       512     13486.289     1454946	0xd43f8cb3 00006b30	
  27441       19060954017   2004014      9511.388           5079153       508      9998.333      626556	0x00000000 00006b31	
  25304         238219776      6482     36750.968             25188         1     25188.000      146142	0x6a9bd50a 000062d8	
   9903        1346882241     75867     17753.203             41247         1     41247.000      588528	0xd4401636 000026af	
   4703        6346726461     15282    415307.320            542433         1    542433.000     2495133	0x00000034 0000125f	RLT_MSGID_WRITE_MOOD_REQ
   6107        1695552141      6811    248943.201            336468         1    336468.000      880047	0x00000000 000017db	
  25204          72779922      3470     20974.041                 0         0          -nan       76218	0x00000000 00006274	
   6151       48898449696    121779    401534.334          13003137        28    464397.750     1641756	0xd4273401 00001807	
  22176       46943725212    953391     49238.691          11960208       233     51331.365      925362	0xd426d86c 000056a0	
  22177       39596545824    162315    243948.778          11234121        41    274002.951     1172040	0xd426cbbc 000056a1	
  25206          50625168      2466     20529.265                 0         0          -nan      105528	0x00000000 00006276	
  27756         203999199     16613     12279.492             17916         2      8958.000      121878	0xd42e15ec 00006c6c	
  27757         156150090     16613      9399.271             16947         2      8473.500      570747	0x00000000 00006c6d	
  27758        3700533246     14007    264191.707            308505         1    308505.000     1085127	0x000000b5 00006c6e	
  27763          30562863      2457     12439.098             16017         1     16017.000      111414	0xd42ea81f 00006c73	
  27764          24632466      2457     10025.424             12417         1     12417.000      562515	0x00000000 00006c74	
  27405         179152839     14247     12574.776             26070         2     13035.000       88971	0xd43f36d8 00006b0d	
  27406        3915286905     14247    274814.832            576189         2    288094.500      900057	0xd43daf58 00006b0e	
  27407        1592572152      6270    253998.748            494049         2    247024.500      858969	0xd43df998 00006b0f	
  28501        5670208671    436056     13003.396            564819        39     14482.538      769728	0x00000007 00006f55	
  28503        7043305995    616876     11417.701            276915        26     10650.577      656451	0x0000000c 00006f57	
  28502        4146763623    436056      9509.704            441795        39     11328.077      580314	0x00000000 00006f56	
  28504        4606472190    616876      7467.420            182379        26      7014.577      613623	0x00000001 00006f58	
  22167         458778204      1346    340845.620                 0         0          -nan      828762	0xd426f87a 00005697	
   4856         161816712      1338    120939.247                 0         0          -nan      353703	0x00002702 000012f8	
   4161       12633073671    257441     49071.724           2956485        57     51868.158      615774	0x00249c05 00001041	
   4164        7709379603    257441     29946.200           1807035        57     31702.368      682650	0x00207835 00001044	
  27789         278962470     23117     12067.417            151935         9     16881.667      102633	0xd433c600 00006c8d	
  27790         366855729     23117     15869.522            142227         9     15803.000      133092	0x00000000 00006c8e	
  27445          15764742      1531     10297.023                 0         0          -nan       54501	0x00009cb0 00006b35	
  30101         393088737     13793     28499.147                 0         0          -nan      559977	0x00000102 00007595	
